yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d/y,e/p,d/e,b/m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
192306,8.34,0.5200,0.8350,,,0.0515,0.0721,0.0434,,,0.0384,0.003292,0.062350,0.059977,0.100120,0.622754,0.583710,0.005000,0.020600,,0.005917,,,0.002969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192307,8.06,0.5217,0.8592,,,0.0514,0.0734,0.0434,,,0.0391,0.003200,0.064727,0.062554,0.106600,0.607193,0.593718,0.004300,0.022000,,0.011765,,,0.002372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192308,8.10,0.5233,0.8833,,,0.0508,0.0738,0.0435,,,0.0386,0.003258,0.064605,0.064926,0.109049,0.592437,0.552108,0.004900,0.023000,,-0.005814,,,0.000971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192309,8.15,0.5250,0.9075,,,0.0512,0.0738,0.0436,,,0.0401,0.003217,0.064417,0.064815,0.111350,0.578512,0.586564,0.003500,0.022600,,0.005848,,,0.001221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192310,8.03,0.5267,0.9317,,,0.0511,0.0746,0.0440,,,0.0422,0.003342,0.065592,0.064626,0.116027,0.565311,0.582853,0.001800,0.023500,,0.005814,,,0.001633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192311,8.27,0.5283,0.9558,,,0.0509,0.0740,0.0437,,,0.0394,0.003517,0.063881,0.065791,0.115574,0.552731,0.558804,0.004300,0.023100,,0.000000,,,0.000598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192312,8.55,0.5300,0.9800,,,0.0509,0.0738,0.0435,,,0.0388,0.003283,0.061988,0.064087,0.114620,0.540816,0.540201,0.004700,0.022900,,0.000000,,,0.000581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192401,8.83,0.5317,0.9758,,,0.0509,0.0724,0.0430,,,0.0376,0.003233,0.060215,0.062187,0.110510,0.544886,0.512617,0.005400,0.021500,,0.000000,,,0.000748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192402,8.87,0.5333,0.9717,,,0.0509,0.0714,0.0428,,,0.0354,0.003133,0.060124,0.060396,0.109549,0.548832,0.530755,0.007400,0.020500,,-0.005780,,,0.001519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192403,8.70,0.5350,0.9675,,,0.0510,0.0708,0.0428,,,0.0357,0.002950,0.061494,0.060316,0.111207,0.552972,0.594560,0.007100,0.019800,,-0.005814,,,0.000776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192404,8.50,0.5367,0.9633,,,0.0508,0.0703,0.0423,,,0.0338,0.002975,0.063141,0.061690,0.113329,0.557147,0.610173,0.008500,0.019500,,-0.005848,,,0.001095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192405,8.47,0.5383,0.9592,,,0.0504,0.0697,0.0415,,,0.0229,0.002817,0.063554,0.063329,0.113247,0.561197,0.615128,0.018600,0.019300,,0.000000,,,0.000735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192406,8.63,0.5400,0.9550,,,0.0499,0.0682,0.0398,,,0.0244,0.001908,0.062572,0.063754,0.110660,0.565445,0.573830,0.015400,0.018300,,0.000000,,,0.000765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192407,9.03,0.5417,0.9508,,,0.0495,0.0667,0.0394,,,0.0192,0.002033,0.059989,0.062769,0.105293,0.569731,0.541414,0.020200,0.017200,,0.005882,,,0.000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192408,9.34,0.5433,0.9467,,,0.0495,0.0669,0.0391,,,0.0190,0.001600,0.058169,0.060166,0.101360,0.573888,0.531016,0.020100,0.017400,,-0.005848,,,0.000694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192409,9.25,0.5450,0.9425,,,0.0495,0.0673,0.0392,,,0.0214,0.001583,0.058919,0.058351,0.101892,0.578249,0.536060,0.017800,0.017800,,0.005882,,,0.000870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192410,9.13,0.5467,0.9383,,,0.0492,0.0662,0.0387,,,0.0241,0.001783,0.059880,0.059103,0.102771,0.582649,0.531424,0.014600,0.017000,,0.005848,,,0.001126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192411,9.64,0.5483,0.9342,,,0.0494,0.0654,0.0390,,,0.0258,0.002008,0.056878,0.060055,0.096909,0.586919,0.497750,0.013200,0.016000,,0.000000,,,0.000951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192412,10.16,0.5500,0.9300,,,0.0495,0.0646,0.0396,,,0.0257,0.002150,0.054134,0.057054,0.091535,0.591398,0.458883,0.013900,0.015100,,0.005814,,,0.001066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192501,10.58,0.5542,0.9567,,,0.0495,0.0644,0.0396,,,0.0261,0.002142,0.052382,0.054547,0.090425,0.579283,0.447810,0.013500,0.014900,,0.000000,,,0.001054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192502,10.67,0.5583,0.9833,,,0.0495,0.0636,0.0395,,,0.0262,0.002175,0.052324,0.052769,0.092156,0.567782,0.452389,0.013300,0.014100,,-0.005780,,,0.001056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192503,10.39,0.5625,1.0100,,,0.0491,0.0636,0.0396,,,0.0278,0.002183,0.054139,0.052718,0.097209,0.556931,0.522484,0.011800,0.014500,,0.005814,,,0.002953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192504,10.28,0.5667,1.0370,,,0.0487,0.0641,0.0393,,,0.0278,0.002317,0.055126,0.054543,0.100875,0.546480,0.508291,0.011500,0.015400,,-0.005780,,,0.000746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192505,10.61,0.5708,1.0630,,,0.0483,0.0630,0.0387,,,0.0273,0.002317,0.053798,0.055525,0.100189,0.536971,0.469411,0.011400,0.014700,,0.005814,,,0.000520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192506,10.80,0.5750,1.0900,,,0.0483,0.0618,0.0379,,,0.0286,0.002275,0.053241,0.054194,0.100926,0.527523,0.465613,0.009300,0.013500,,0.011561,,,0.000842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192507,11.10,0.5792,1.1170,,,0.0487,0.0620,0.0379,,,0.0306,0.002383,0.052180,0.053630,0.100631,0.518532,0.455870,0.007300,0.013300,,0.011429,,,0.000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192508,11.25,0.5833,1.1430,,,0.0490,0.0624,0.0385,,,0.0301,0.002550,0.051849,0.052550,0.101600,0.510324,0.432073,0.008400,0.013400,,0.000000,,,0.000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192509,11.51,0.5875,1.1700,,,0.0487,0.0620,0.0385,,,0.0317,0.002508,0.051043,0.052222,0.101651,0.502137,0.425206,0.006800,0.013300,,0.000000,,,0.001456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192510,11.89,0.5917,1.1970,,,0.0485,0.0617,0.0382,,,0.0353,0.002642,0.049765,0.051407,0.100673,0.494319,0.391905,0.002900,0.013200,,0.000000,,,0.000748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192511,12.26,0.5958,1.2230,,,0.0484,0.0617,0.0379,,,0.0365,0.002942,0.048597,0.050109,0.099755,0.487163,0.403760,0.001400,0.013300,,0.016949,,,0.002719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192512,12.46,0.6000,1.2500,,,0.0485,0.0615,0.0380,,,0.0351,0.003042,0.048154,0.048940,0.100321,0.480000,0.389378,0.002900,0.013000,,-0.005556,,,0.000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192601,12.74,0.6075,1.2490,-0.001783,-0.003980,0.0482,0.0609,0.0374,0.0138,0.0072,0.0349,0.002925,0.047684,0.048756,0.098038,0.486389,0.387671,0.002500,0.012700,-0.006600,0.000000,,,0.000857,,,,,,,,,-1.713377,,,0.382338,0.028169,,,,,,,,0.987201,0.987201,,,,,,,,,,
192602,12.18,0.6150,1.2480,-0.033296,-0.037876,0.0477,0.0602,0.0372,0.0063,0.0045,0.0318,0.002908,0.050493,0.048273,0.102463,0.492788,0.394363,0.005400,0.012500,-0.001800,0.000000,,,0.001099,,,,,,,,,-1.657950,,,0.377351,0.000000,,,,,,,,0.952991,0.952991,,,,,,,,,,
192603,11.46,0.6225,1.2480,-0.057708,-0.062007,0.0479,0.0605,0.0371,0.0041,0.0084,0.0314,0.002650,0.054319,0.051108,0.108901,0.498798,0.494091,0.005700,0.012600,0.004300,-0.005587,,,0.006016,,,,,,,,,-1.793492,,,0.384837,0.000000,,,,,,,,0.865381,0.865381,,,,,,,,0.387971,,
192604,11.72,0.6300,1.2470,0.038522,0.034856,0.0474,0.0598,0.0368,0.0076,0.0097,0.0308,0.002617,0.053754,0.054974,0.106399,0.505213,0.482917,0.006000,0.012400,0.002100,0.005618,,,0.001466,,,,,,,,,-1.603683,,,0.379858,0.000000,,,,,,,,0.885404,0.885404,,,,,,,,0.404486,,
192605,11.81,0.6375,1.2460,0.013623,0.009070,0.0471,0.0586,0.0369,0.0014,0.0044,0.0317,0.002567,0.053980,0.054394,0.105504,0.511637,0.483860,0.005200,0.011500,0.003000,-0.005587,,,0.000690,,,,,,,,,-1.414242,,,0.366594,0.000000,,,,,,,,0.883679,0.883679,,,,,,,,0.406990,,
192606,12.32,0.6450,1.2450,0.056427,0.050196,0.0472,0.0580,0.0368,0.0038,0.0004,0.0293,0.002642,0.052354,0.054615,0.101055,0.518072,0.453476,0.007500,0.010800,-0.003400,-0.005618,,,0.000602,,,,,,,,,-1.492742,,,0.374040,0.000000,,,,,,,0.583882,0.942887,0.942887,,,,,,,,0.228589,,
192607,12.88,0.6525,1.2440,0.040403,0.038168,0.0471,0.0579,0.0370,0.0004,0.0057,0.0311,0.002200,0.050660,0.052963,0.096584,0.524518,0.433263,0.005900,0.010800,0.005300,-0.011299,,,0.000643,,,,,,,,,-1.417863,,,0.373182,-0.051233,,,,,0.078592,0.545925,0.594842,0.986877,0.986877,,0.055138,,,,,,0.173195,,
192608,13.10,0.6600,1.2430,0.029822,0.025747,0.0472,0.0581,0.0373,0.0000,0.0044,0.0327,0.002500,0.050382,0.051242,0.094885,0.530973,0.427051,0.004600,0.010900,0.004400,-0.005714,,,0.001209,,,,,,,,,-1.474788,,,0.380448,-0.018192,,,,,0.107470,0.540807,0.583607,0.978151,0.978151,,0.049048,,,,,,0.151335,,
192609,13.40,0.6675,1.2420,0.013420,0.009122,0.0472,0.0579,0.0372,0.0038,0.0057,0.0342,0.002300,0.049813,0.050954,0.092687,0.537440,0.438713,0.003000,0.010700,0.001900,0.005747,,,0.000741,,,,,,,,,-1.522764,,,0.391550,0.000000,,,,,0.081944,0.561894,0.645157,0.952149,0.952149,,0.047356,,,,,,0.168257,,
192610,12.98,0.6750,1.2420,-0.030172,-0.032434,0.0471,0.0581,0.0367,0.0102,0.0097,0.0358,0.003200,0.052003,0.050373,0.095686,0.543478,0.460334,0.000900,0.011000,-0.000500,0.005714,,,0.002161,,,,,,,,,-1.554913,,,0.386595,0.000000,,,,,0.052087,0.535332,0.690455,0.907427,0.907427,,0.062202,,,,,,0.236664,,
192611,13.27,0.6825,1.2410,0.026937,0.019367,0.0468,0.0577,0.0358,0.0160,0.0057,0.0335,0.003100,0.051432,0.052581,0.093519,0.549960,0.443309,0.002300,0.010900,-0.010300,0.005682,,,0.000539,,,,,,,,,-1.518427,,,0.377648,-0.029412,,,,,0.073381,0.563435,0.734501,0.942278,0.942278,,0.062003,,,,,,0.236589,,
192612,13.49,0.6900,1.2400,0.026047,0.020321,0.0468,0.0568,0.0354,0.0078,0.0056,0.0307,0.002800,0.051149,0.051997,0.091920,0.556452,0.441476,0.004700,0.010000,-0.002200,0.000000,,0.050876,0.000465,,,,,,,,,-1.553071,,,0.368690,-0.045455,,,,,0.096306,0.564032,0.695571,0.946190,0.946190,,0.039833,,,,,,0.228898,,
192701,13.21,0.6967,1.2290,-0.002910,-0.005579,0.0466,0.0561,0.0351,0.0075,0.0056,0.0323,0.002500,0.052740,0.051646,0.093036,0.566884,0.443706,0.002800,0.009500,-0.001900,-0.011299,,0.050824,0.000470,,,,,,,,,-1.478979,,,0.359719,0.039683,,,,,0.092692,0.577518,0.692402,0.941435,0.941435,,0.060047,,,,,,0.142210,,
192702,13.84,0.7033,1.2180,0.045522,0.040566,0.0467,0.0559,0.0347,0.0088,0.0069,0.0329,0.002600,0.050816,0.053240,0.088006,0.577422,0.428501,0.001800,0.009200,-0.001900,-0.005714,,0.051668,0.000287,,,,,,,,,-1.508274,,,0.362817,0.038168,,,,,0.199080,0.564080,0.698104,0.974840,0.974840,,0.052376,,,,,,0.122186,,
192703,13.93,0.7100,1.2080,0.007324,0.002610,0.0462,0.0554,0.0331,0.0253,0.0083,0.0320,0.003000,0.050969,0.051301,0.086719,0.587748,0.469765,0.001100,0.009200,-0.017000,-0.005747,,0.046357,0.000924,,,,,,,,,-1.567097,,,0.369803,-0.067647,,,,,0.066362,0.516946,0.651740,0.963525,0.963525,,0.076485,,,,,,0.160213,,
192704,14.17,0.7167,1.1970,0.013021,0.010907,0.0458,0.0548,0.0333,-0.0005,0.0055,0.0339,0.002500,0.050579,0.051450,0.084474,0.598747,0.456754,-0.000600,0.009000,0.006000,0.000000,,0.050514,0.000603,,,,,,,,,-1.552191,,,0.340883,-0.045741,,,,,0.052251,0.508212,0.673650,0.983748,0.983748,,0.056048,,,,,,0.161171,,
192705,14.91,0.7233,1.1860,0.062353,0.057096,0.0457,0.0550,0.0327,0.0109,-0.0011,0.0333,0.003000,0.048511,0.051044,0.079544,0.609865,0.434783,-0.000600,0.009300,-0.012000,0.005780,,0.055275,0.000392,,,,,,,,,-1.575067,,,0.344010,-0.041322,,,,,0.126109,0.499707,0.698618,1.000000,1.000000,,0.079698,,,,,,0.169088,,
192706,14.77,0.7300,1.1750,-0.020370,-0.025705,0.0458,0.0555,0.0334,-0.0069,0.0043,0.0307,0.002600,0.049425,0.048960,0.079553,0.621277,0.452385,0.002700,0.009700,0.011200,0.011494,,0.058823,0.000825,,,,,,,,,-1.582230,,,0.335058,0.000000,,,,,0.026617,0.505747,0.663815,0.961089,0.961089,,0.065633,,,,,,0.177698,,
192707,15.73,0.7367,1.1640,0.084450,0.081687,0.0460,0.0555,0.0333,0.0050,0.0003,0.0296,0.003000,0.046834,0.049878,0.073999,0.632904,0.414553,0.003700,0.009500,-0.004700,-0.017045,,0.059753,0.000426,,,,,,,,,-1.568372,,,0.317973,0.000000,,,,,0.153658,0.548965,0.595791,1.000000,1.000000,,0.076722,,,,,,0.152120,,
192708,16.43,0.7433,1.1530,0.033321,0.028625,0.0456,0.0548,0.0329,0.0076,0.0083,0.0270,0.002800,0.045240,0.047254,0.070177,0.644666,0.396227,0.005900,0.009200,0.000700,-0.005780,,0.054525,0.001276,,,,,,,,,-1.566708,,,0.313057,-0.086207,,,,,0.028166,0.480593,0.676277,0.995594,0.995594,,0.058401,,,,,,0.213596,,
192709,17.14,0.7500,1.1430,0.053016,0.049095,0.0454,0.0542,0.0330,0.0018,0.0149,0.0268,0.002100,0.043757,0.045648,0.066686,0.656168,0.380586,0.006200,0.008800,0.013100,0.005814,,0.094616,0.001123,,,,,,,,,-1.613746,,,0.291686,0.000000,,,,,0.117457,0.527064,0.618948,0.993064,0.993064,,0.065535,,,,,,0.193372,,
192710,16.23,0.7567,1.1320,-0.046804,-0.048959,0.0451,0.0538,0.0325,0.0099,0.0055,0.0308,0.002500,0.046624,0.044148,0.069747,0.668463,0.413801,0.001700,0.008700,-0.004400,0.005780,,0.094370,0.001559,,,,,,,,,-1.621951,,,0.265812,0.000000,,,,,0.070415,0.526611,0.756555,0.909651,0.909651,,0.056786,,,,,,0.259430,,
192711,17.33,0.7633,1.1210,0.070546,0.064270,0.0449,0.0535,0.0320,0.0097,0.0068,0.0304,0.002100,0.044045,0.047030,0.064686,0.680910,0.379396,0.001600,0.008600,-0.002900,-0.005747,,0.082270,0.000930,,,,,,,,,-1.628200,,,0.260907,0.000000,,,,,0.100904,0.472782,0.778045,0.992141,0.992141,,0.073085,,,,,,0.234009,,
192712,17.66,0.7700,1.1100,0.019295,0.014403,0.0446,0.0532,0.0316,0.0072,0.0068,0.0317,0.002200,0.043601,0.044432,0.062854,0.693694,0.374689,-0.000100,0.008600,-0.000400,0.000000,,0.076471,0.000604,,,,,,,,,-1.689068,,,0.260221,0.047170,,,,,0.101325,0.473353,0.720284,0.998855,0.998855,,0.059630,,,,,,0.217996,,
192801,17.57,0.7767,1.1330,-0.007182,-0.009200,0.0446,0.0535,0.0321,-0.0036,0.0027,0.0331,0.002500,0.044206,0.043981,0.064485,0.685525,0.378670,-0.001000,0.008900,0.006300,0.000000,,0.062601,0.000861,,,,,,,,,-1.720096,,,0.276201,0.009009,,,,,0.033740,0.509023,0.738016,0.976592,0.976592,,0.069697,,,,,,0.191841,,
192802,17.26,0.7833,1.1550,-0.012549,-0.016679,0.0446,0.0533,0.0318,0.0061,0.0068,0.0333,0.003300,0.045382,0.044582,0.066918,0.678182,0.386077,-0.001500,0.008700,0.000700,-0.011561,,0.055172,0.000691,,,,,,,,,-1.662001,,,0.279544,0.000000,,,,,0.072502,0.446508,0.745957,0.957856,0.957856,,0.047089,,,,,,0.210093,,
192803,19.13,0.7900,1.1770,0.105752,0.101652,0.0446,0.0532,0.0317,0.0045,0.0041,0.0327,0.002900,0.041296,0.045771,0.061526,0.671198,0.363255,-0.001000,0.008600,-0.000400,0.000000,,0.054364,0.001381,,,,,,,,,-1.677396,,,0.282823,0.000000,,,,,0.119385,0.453360,0.721675,1.000000,1.000000,,0.093260,,,,,,0.196113,,
192804,19.75,0.7967,1.2000,0.034725,0.032715,0.0446,0.0533,0.0319,-0.0004,0.0014,0.0362,0.002200,0.040339,0.041647,0.060759,0.663917,0.368095,-0.004300,0.008700,0.001800,0.000000,,0.049372,0.001488,,,,,,,,,-1.867769,,,0.273861,0.000000,,,,,0.175406,0.440606,0.685087,0.975568,0.975568,,0.100705,,,,,,0.174968,,
192805,20.00,0.8033,1.2220,0.012325,0.007422,0.0449,0.0542,0.0327,-0.0077,-0.0078,0.0390,0.003200,0.040165,0.040673,0.061100,0.657365,0.354397,-0.006300,0.009300,-0.000100,0.005848,,0.047187,0.001899,,,,,,,,,-1.925476,,,0.281143,0.000000,,,,,0.116519,0.469882,0.736667,0.995156,0.995156,,0.081303,,,,,,0.185211,,
192806,19.19,0.8100,1.2450,-0.034330,-0.038725,0.0457,0.0555,0.0326,0.0041,-0.0024,0.0392,0.003100,0.042209,0.040500,0.064878,0.650602,0.370300,-0.006600,0.009800,-0.006500,-0.005814,,0.050297,0.003645,,,,,,,,,-1.862317,,,0.284303,0.044643,,,,,0.064850,0.438836,0.195183,0.952418,0.952418,,0.059220,,,,,,0.330886,,
192807,19.43,0.8167,1.2680,0.010117,0.008278,0.0461,0.0558,0.0344,-0.0217,-0.0010,0.0412,0.003200,0.042033,0.042559,0.065260,0.644085,0.360648,-0.006800,0.009700,0.020700,0.000000,,0.059377,0.001675,,,,,,,,,-1.644630,,,0.291351,0.083761,,,,,-0.007338,0.446286,0.140922,0.977907,0.977907,,0.039571,,,,,,0.365585,,
192808,20.87,0.8233,1.2900,0.070230,0.065514,0.0464,0.0561,0.0341,0.0076,0.0083,0.0436,0.003200,0.039449,0.042373,0.061811,0.638217,0.324030,-0.009500,0.009700,0.000700,0.000000,,0.057396,0.001229,,,,,,,,,-1.628291,,,0.306050,0.009464,,,,,0.134148,0.490454,0.191314,1.000000,1.000000,,0.054839,,,,,,0.370447,,
192809,21.37,0.8300,1.3120,0.022409,0.019937,0.0461,0.0559,0.0346,-0.0041,0.0030,0.0457,0.002700,0.038839,0.039770,0.061394,0.632622,0.328166,-0.011100,0.009800,0.007100,0.011696,,0.027977,0.000650,,,,,,,,,-1.765044,,,0.308911,0.023438,,,,,0.122094,0.424658,0.175460,0.982045,0.982045,,0.049627,,,,,,0.225674,,
192810,21.68,0.8367,1.3350,0.013839,0.012055,0.0461,0.0558,0.0336,0.0158,0.0083,0.0470,0.004100,0.038593,0.039153,0.061577,0.626742,0.308931,-0.013400,0.009700,-0.007500,-0.005780,,0.034017,0.000679,,,,,,,,,-1.812313,,,0.323096,0.041221,,,,,0.124419,0.403826,0.166523,0.980671,0.980671,,0.070378,,,,,,0.155386,,
192811,24.28,0.8433,1.3570,0.122975,0.116704,0.0458,0.0555,0.0338,0.0003,-0.0036,0.0426,0.003800,0.034732,0.038898,0.055890,0.621444,0.265526,-0.008800,0.009700,-0.003900,0.000000,,0.038370,0.001523,,,,,,,,,-1.861374,,,0.336928,0.044868,,,,,0.193103,0.392492,0.209601,0.992423,0.992423,,0.072131,,,,,,0.142252,,
192812,24.35,0.8500,1.3800,0.006232,0.002888,0.0461,0.0560,0.0340,0.0004,0.0084,0.0426,0.000600,0.034908,0.035008,0.056674,0.615942,0.259667,-0.008600,0.009900,0.008000,-0.005814,,0.063069,0.004077,,,,,,,,,-1.940541,,,0.350422,0.045467,,,,,-0.002976,0.411019,0.243572,1.000000,1.000000,,0.062303,,,,,,0.246349,,
192901,25.74,0.8600,1.3990,0.055473,0.053892,0.0462,0.0563,0.0349,-0.0090,0.0043,0.0466,0.003400,0.033411,0.035318,0.054351,0.614725,0.245347,-0.011700,0.010100,0.013300,0.000000,,0.078449,0.001701,,,,,,,,,-1.912328,,,0.360008,0.087248,,,,,0.195198,0.429702,0.334914,1.000000,1.000000,,0.074759,,,,,,0.232988,,
192902,25.59,0.8700,1.4180,-0.004874,-0.008075,0.0466,0.0566,0.0363,-0.0157,0.0030,0.0439,0.003600,0.033998,0.033800,0.055412,0.613540,0.245424,-0.007600,0.010000,0.018700,0.000000,,0.071783,0.002670,,,,,,,,,-1.939029,,,0.351568,0.012346,,,,,0.091394,0.436311,0.333060,0.985562,0.985562,,0.063849,,,,,,0.301471,,
192903,25.53,0.8800,1.4380,0.000154,-0.003213,0.0470,0.0579,0.0377,-0.0144,-0.0087,0.0460,0.003400,0.034469,0.034388,0.056326,0.611961,0.272300,-0.008300,0.010900,0.005700,-0.005848,,0.079805,0.003611,,,,,,,,,-1.934028,,,0.350317,0.000000,,,,,0.139812,0.399738,0.360904,0.958983,0.958983,,0.059457,,,,,,0.312672,,
192904,25.94,0.8900,1.4570,0.019559,0.018234,0.0469,0.0580,0.0358,0.0275,0.0019,0.0480,0.003600,0.034310,0.034861,0.056168,0.610844,0.263397,-0.012200,0.011100,-0.025600,-0.005882,,0.099323,0.002304,,,,,,,,,-1.787075,,,0.363240,0.000000,,,,,0.078188,0.436575,0.248610,0.991399,0.991399,,0.069749,,,,,,0.367012,,
192905,24.83,0.9000,1.4760,-0.041281,-0.046101,0.0470,0.0580,0.0373,-0.0162,0.0045,0.0509,0.004400,0.036246,0.034695,0.059444,0.609756,0.282775,-0.013600,0.011000,0.020700,0.005917,,0.117987,0.004760,,,,,,,,,-1.852341,,,0.375856,0.000000,,,,,0.001910,0.452645,0.286689,0.911853,0.911853,,0.073794,,,,,,0.351618,,
192906,27.62,0.9100,1.4950,0.112293,0.109584,0.0477,0.0594,0.0367,0.0110,-0.0046,0.0480,0.005200,0.032947,0.036649,0.054127,0.608696,0.253581,-0.011300,0.011700,-0.015600,0.005882,,0.116197,0.001340,,,,,,,,,-1.757284,,,0.377925,0.000000,,,,,0.130307,0.452393,0.684031,1.000000,1.000000,,0.067222,,,,,,0.278815,,
192907,28.88,0.9200,1.5140,0.050014,0.048186,0.0477,0.0595,0.0369,0.0000,0.0020,0.0455,0.003300,0.031856,0.033309,0.052424,0.607662,0.241875,-0.008600,0.011800,0.002000,0.011696,,0.110688,0.001282,,,,,,,,,-1.792040,,,0.386746,-0.060976,,,,,0.135458,0.462317,0.680092,1.000000,1.000000,,0.062681,,,,,,0.225397,,
192908,31.71,0.9300,1.5330,0.094871,0.090733,0.0479,0.0604,0.0375,-0.0034,0.0020,0.0470,0.004000,0.029328,0.032202,0.048344,0.606654,0.221124,-0.009500,0.012500,0.005400,0.000000,,0.115277,0.003382,,,,,,,,,-1.757766,,,0.371706,-0.123377,,,,,0.065866,0.460861,0.650975,1.000000,1.000000,,0.063103,,,,,,0.177849,,
192909,30.16,0.9400,1.5520,-0.050941,-0.053046,0.0480,0.0612,0.0375,0.0027,0.0034,0.0458,0.003500,0.031167,0.029644,0.051459,0.605670,0.244868,-0.008300,0.013200,0.000700,0.000000,,0.121390,0.003392,,,,,,,,,-1.744795,,,0.360008,-0.037037,,,,,0.088489,0.483857,0.708389,0.901042,0.901042,,0.053094,,,,,,0.227816,,
192910,24.15,0.9500,1.5720,-0.186150,-0.188115,0.0477,0.0611,0.0347,0.0382,0.0073,0.0437,0.004600,0.039337,0.031499,0.065093,0.604326,0.307484,-0.009000,0.013400,-0.030900,0.000000,,0.159613,0.053508,,,,,,,,,-1.985354,,,0.337800,-0.076923,,,,,0.087440,0.459339,0.685321,0.717554,0.717554,,0.075998,,,,,,0.545430,,
192911,20.92,0.9600,1.5910,-0.125359,-0.130374,0.0476,0.0603,0.0331,0.0236,-0.0018,0.0347,0.003700,0.045889,0.039752,0.076052,0.603394,0.351956,-0.001600,0.012700,-0.025400,0.000000,,0.177041,0.036449,,,,,,,,,-2.004285,,,0.282621,0.000000,,,,,0.010992,0.466701,0.643193,0.626886,0.626886,,0.056350,,,,,,0.594458,,
192912,21.45,0.9700,1.6100,0.027753,0.023571,0.0467,0.0595,0.0340,-0.0089,0.0192,0.0303,0.003700,0.045221,0.046367,0.075058,0.602484,0.338458,0.003700,0.012800,0.028100,-0.005780,,0.163522,0.010215,,,,,,,,,-1.796712,,,0.232517,0.000000,,,,,0.015081,0.491607,0.602303,0.651888,0.651888,,0.092711,,,,,,0.595800,,
193001,22.79,0.9708,1.5570,0.059632,0.057032,0.0466,0.0592,0.0347,-0.0057,0.0059,0.0339,0.001400,0.042598,0.045259,0.068319,0.623507,0.314816,0.000800,0.012600,0.011600,-0.005814,,0.153316,0.001433,,,,,,,,,-1.548804,,,0.227712,0.000000,,,,,0.085025,0.469468,0.592902,0.700842,0.700842,,0.076594,,,,,,0.537415,,
193002,23.28,0.9717,1.5030,0.026041,0.021516,0.0469,0.0589,0.0339,0.0129,0.0072,0.0336,0.003000,0.041740,0.042637,0.064562,0.646507,0.310206,0.000300,0.012000,-0.005700,-0.005848,,0.159257,0.001725,,,,,,,,,-1.597935,,,0.219040,-0.041667,,,,,0.076221,0.480985,0.706319,0.711257,0.711257,,0.068239,,,,,,0.347238,,
193003,25.14,0.9725,1.4500,0.072348,0.069351,0.0462,0.0573,0.0335,0.0083,0.0138,0.0295,0.003500,0.038683,0.041774,0.057677,0.670690,0.319119,0.004000,0.011100,0.005500,-0.005882,,0.145497,0.001504,,,,,,,,,-1.618142,,,0.198620,-0.043478,,,,,0.097168,0.478249,0.770709,0.750584,0.750584,,0.165203,,,,,,0.174502,,
